LotFrontage,LotArea,YearBuilt,MasVnrArea,TotalBsmtSF,BsmtUnfSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageArea,SalePrice
54.0,7244,1970,0.0,768,149,768,2,5,624,129500
49.0,8235,1955,0.0,825,0,825,2,4,720,125000
75.0,9375,2003,0.0,912,912,2094,4,8,615,263000
53.0,4043,1977,0.0,1069,510,1069,2,4,440,140000
50.0,6000,1957,0.0,928,620,928,3,5,288,112500
87.0,11146,2006,250.0,1709,1709,1717,3,7,908,255500
67.0,8777,1949,0.0,0,0,1126,2,5,520,108000
85.0,10625,2003,292.0,998,132,2046,3,8,871,284000
58.0,6380,1922,0.0,993,993,1048,2,5,280,113000
69.0,14850,1957,0.0,1092,197,1092,2,6,299,141000
60.0,11040,1920,0.0,637,0,1336,3,7,570,108000
57.0,21872,1996,0.0,729,125,1446,3,6,406,175000
77.0,10010,1974,0.0,1389,195,1389,2,6,418,170000
63.0,13907,1940,0.0,996,706,996,3,6,0,108000
66.0,21780,1918,0.0,1163,1163,1674,4,8,396,185000
66.0,6858,1915,0.0,806,806,1647,4,6,216,128000
77.0,11198,2005,245.0,1122,1122,2504,4,11,656,325000
70.0,10171,2004,168.0,1517,1515,1535,3,7,532,214000
79.0,12327,1983,0.0,1496,55,2132,1,5,612,316600
74.0,13101,1965,108.0,1728,1497,1728,6,10,576,142600
60.0,7332,1959,207.0,864,450,864,2,4,288,120000
83.0,13159,2009,0.0,846,846,1692,3,6,650,224500
76.0,9967,2000,0.0,384,384,1430,3,8,400,170000
70.0,10500,1971,82.0,372,23,1109,3,5,288,139000
80.0,8480,1947,0.0,832,390,1216,2,6,336,118500
52.0,6292,1928,0.0,861,861,1477,3,6,216,145000
96.0,11777,1966,97.0,1164,285,1320,3,6,564,164500
34.0,3604,2007,0.0,689,689,1392,2,5,540,146000
81.0,12150,1954,335.0,1050,1050,1795,4,7,352,131500
98.0,12704,2008,306.0,2042,2042,2042,3,8,1390,253293
81.0,11841,1990,104.0,816,0,816,3,5,0,118500
75.0,13500,1893,0.0,1237,1237,2775,3,9,880,325000
51.0,6120,1935,0.0,884,884,1573,3,6,240,133000
88.0,11443,2005,208.0,1868,408,2028,2,7,880,369900
55.0,10267,1918,0.0,816,0,838,2,5,275,130000
74.0,8740,1982,0.0,840,168,860,2,4,528,137000
65.0,25095,1968,0.0,1437,113,1473,1,5,452,143000
50.0,9100,1930,0.0,742,742,935,2,4,308,79500
64.0,8320,2004,0.0,770,280,1582,3,6,520,185900
97.0,13478,2008,420.0,1722,384,2296,3,10,842,451950
60.0,6600,1982,0.0,816,0,816,2,4,816,138000
88.0,7990,1975,0.0,924,924,924,3,5,280,110000
69.0,11302,2005,238.0,1814,392,1826,3,7,758,319000
60.0,3600,1910,0.0,684,684,1368,3,7,216,114504
53.0,3922,2006,72.0,1258,1258,1402,2,7,648,194201
80.0,12984,1977,459.0,1430,0,1647,3,7,621,217500
24.0,1950,1980,0.0,716,23,1556,3,6,452,151000
74.0,10927,2005,280.0,1058,512,1904,3,8,736,275000
50.0,9000,1937,0.0,780,780,1375,3,6,544,141000
80.0,10041,1992,0.0,908,119,1915,3,8,506,220000
30.0,3182,2004,0.0,600,600,1200,2,4,480,151000
88.0,12803,2002,99.0,1494,572,1494,3,6,530,221000
85.0,13600,1965,176.0,768,314,1986,3,7,486,205000
82.0,12464,1996,0.0,1040,308,1040,3,6,576,152000
78.0,7800,1948,0.0,896,293,2008,3,8,230,225000
78.0,12168,1934,0.0,965,537,3194,4,10,380,359100
61.0,7943,1961,192.0,1029,126,1029,3,5,261,118500
70.0,8402,2007,0.0,1120,914,1120,3,6,0,147000
21.0,1491,1972,0.0,630,0,630,1,3,0,75500
80.0,8800,1963,156.0,936,173,1054,3,6,480,137500
59.0,7227,1954,0.0,832,832,832,2,4,528,105500
90.0,11694,2007,452.0,1822,1774,1828,3,9,774,314813
85.0,12244,2003,226.0,1482,611,2262,4,10,749,305000
45.0,8248,1914,0.0,864,823,864,2,5,0,67000
90.0,10800,1974,0.0,1522,384,2614,4,9,624,240000
71.0,7064,1977,153.0,980,420,980,3,6,484,135000
80.0,10400,1972,288.0,732,485,1790,4,8,484,165150
87.0,10000,1962,261.0,1116,1116,1116,3,5,440,160000
80.0,9600,1955,164.0,1156,350,1520,3,7,364,153000
70.0,11606,1969,192.0,1040,390,2080,5,9,504,135000
82.0,9020,1964,259.0,1248,288,1350,3,6,520,168500
50.0,9000,1880,0.0,636,636,1750,3,8,240,124000
34.0,4590,2006,108.0,1554,1530,1554,2,6,627,209500
85.0,11900,1977,209.0,1386,564,1411,3,6,544,82500
80.0,9250,1954,0.0,1056,108,1056,3,6,260,139400
64.0,6979,1980,0.0,1056,0,1056,0,4,576,144000
60.0,10896,1914,0.0,1440,1184,3395,8,14,0,200000
51.0,6120,1936,0.0,264,264,800,1,4,0,60000
50.0,6000,1954,0.0,811,811,1387,3,7,256,93000
67.0,8777,1910,0.0,796,796,796,2,4,0,85000
53.0,3982,2006,0.0,1520,366,1567,1,7,648,264561
62.0,12677,2003,472.0,1518,300,1518,1,6,588,274000
75.0,13860,1972,0.0,1952,542,2704,4,9,538,345000
80.0,10793,1969,263.0,780,0,1620,4,7,462,152000
85.0,9187,2009,162.0,1766,645,1766,2,7,478,370878
60.0,7200,1950,0.0,0,0,1048,3,7,420,98300
85.0,10452,1953,216.0,1094,594,1094,3,5,495,155000
70.0,7700,1966,351.0,756,756,1839,4,7,442,155000
21.0,1936,1970,0.0,630,0,630,1,3,0,84500
60.0,9084,1940,0.0,755,755,1510,4,7,296,108000
70.0,8750,1996,0.0,880,880,1716,2,7,512,191000
60.0,10320,1906,0.0,756,756,1469,3,7,216,135000
91.0,10437,1995,660.0,2109,413,2113,2,7,839,350000
21.0,1680,1971,381.0,525,525,1092,3,6,264,88000
72.0,10007,1959,54.0,1053,247,1053,3,5,312,145500
60.0,7200,1931,0.0,776,776,1502,3,6,270,149000
78.0,17503,1948,0.0,912,912,1458,3,6,330,97500
75.0,9937,1964,0.0,1486,849,1486,3,7,480,167000
52.0,46589,1994,528.0,1629,88,2448,4,8,711,402000
120.0,13560,1968,216.0,1392,1392,1392,2,5,576,110000
90.0,10012,1972,0.0,1138,38,1181,3,6,588,137500
49.0,20896,2005,0.0,2077,356,2097,1,8,1134,423000
106.0,11194,2000,40.0,1406,1406,1936,3,7,504,230500
65.0,8125,1994,258.0,1408,270,1679,3,7,575,193500
80.0,11600,1922,0.0,700,700,1180,2,5,252,137500
64.0,8633,2005,0.0,738,545,1476,3,7,540,173500
54.0,6629,1925,0.0,672,121,1369,3,6,300,103600
110.0,14442,1957,106.0,1477,291,1839,3,7,416,257500
80.0,9200,1965,0.0,1136,244,1136,3,5,384,140000
24.0,2289,1978,0.0,855,544,1441,3,7,440,148500
60.0,9600,1900,0.0,1095,1095,1774,4,8,779,87000
52.0,9022,1924,0.0,768,768,792,2,5,240,109500
80.0,11844,2008,464.0,2046,2046,2046,3,7,834,372500
50.0,8012,1980,0.0,923,261,923,2,5,264,143000
55.0,4500,1932,0.0,793,611,1520,3,6,281,159434
90.0,11248,2002,215.0,1626,567,1668,3,7,702,285000
58.0,16770,1998,30.0,1195,1195,1839,4,7,486,221000
84.0,10207,2007,0.0,874,874,1761,3,7,578,227875
60.0,8089,2007,0.0,1419,474,1419,2,7,567,392000
61.0,7577,2005,256.0,1362,1342,1362,2,6,460,194700
104.0,21535,1994,1170.0,2444,989,4316,4,10,832,755000
42.0,26178,1989,293.0,1210,245,2519,4,9,628,335000
60.0,5400,1921,0.0,1073,1073,1073,2,4,326,108480
51.0,6120,1936,0.0,927,927,1539,3,5,576,141500
54.0,13811,1987,72.0,1112,92,1137,2,5,551,176000
50.0,6000,1921,0.0,616,0,616,2,4,205,89000
57.0,6420,1952,0.0,980,219,1148,2,6,308,123500
65.0,8450,1965,0.0,894,224,894,3,5,336,138500
59.0,4282,2004,0.0,1391,1375,1391,2,5,530,196000
85.0,14331,2002,630.0,1800,526,1800,3,7,765,312500
80.0,9600,1969,168.0,1164,1164,1164,3,6,528,140000
82.0,12438,2006,466.0,1234,1234,2576,4,10,666,361919
76.0,7630,1900,0.0,360,360,1812,4,8,672,140000
70.0,8400,2004,109.0,1473,761,1484,3,7,606,213000
70.0,5600,1930,0.0,0,0,1092,3,7,0,55000
48.0,6240,2006,176.0,1324,461,1324,2,6,550,254000
65.0,9018,2007,0.0,728,728,1456,3,8,400,179540
56.0,4130,1935,0.0,270,270,729,2,5,0,52000
66.0,8712,1900,0.0,859,859,1178,2,7,384,102776
40.0,4671,1988,0.0,1228,461,1228,2,5,472,189000
60.0,9873,1970,160.0,960,171,960,3,6,576,129000
78.0,10140,1974,174.0,1064,1064,1350,3,7,478,165000
60.0,10800,1890,0.0,718,718,2554,3,8,704,159500
80.0,10000,1973,0.0,1176,92,1178,3,5,439,157000
96.0,10542,1993,651.0,1311,138,2418,3,9,983,341000
69.0,9920,1969,0.0,971,448,971,3,5,300,128500
70.0,8120,1970,0.0,864,673,864,3,5,463,124500
60.0,8172,1954,0.0,941,941,1470,4,7,548,135000
86.0,13286,2007,340.0,1698,464,1698,3,8,768,320000
60.0,6960,1970,0.0,864,250,864,3,5,660,120500
64.0,7314,2007,82.0,1232,508,1232,2,6,632,194500
85.0,11475,1958,95.0,1584,1584,1776,4,9,888,110000
52.0,6240,1925,0.0,780,628,1208,2,5,539,103000
39.0,5389,1995,0.0,1595,415,1616,2,5,608,236500
73.0,9590,2003,442.0,868,82,1146,3,6,438,187500
75.0,11404,1998,202.0,1153,901,2031,3,8,541,222500
80.0,10000,1961,0.0,864,270,1144,3,6,264,131400
60.0,10800,1914,0.0,880,490,1768,2,6,320,163000
60.0,8544,1950,0.0,0,0,1040,2,6,400,93500
72.0,10463,2005,0.0,893,893,1801,3,8,800,239900
60.0,10800,1987,0.0,1200,0,1200,3,5,0,179000
65.0,9313,2004,0.0,864,864,1728,3,7,572,190000
60.0,9600,1910,0.0,264,264,1432,2,7,360,132000
65.0,6768,1961,0.0,912,80,912,3,5,288,142000
65.0,8450,2000,108.0,1349,1349,1349,3,6,539,179000
70.0,12886,1963,0.0,520,76,1464,3,6,480,175000
41.0,5395,1993,0.0,1337,604,1337,2,5,462,180000
65.0,11700,1880,0.0,1240,1240,2640,4,8,864,265979
59.0,10593,1996,338.0,1720,801,1720,3,7,527,260400
50.0,8405,1945,0.0,0,0,1529,4,9,240,98000
55.0,8800,1910,0.0,576,576,1140,3,7,0,96500
79.0,9236,1997,0.0,1479,279,1494,3,6,576,217000
80.0,10240,2005,178.0,1030,1030,2098,3,8,878,275500
61.0,7930,1969,0.0,1026,115,1026,3,5,440,156000
34.0,3230,1999,894.0,729,348,1471,3,6,440,172500
68.0,10769,2007,0.0,866,846,1768,3,7,578,212000
24.0,2280,1999,360.0,744,195,1501,3,6,440,179400
65.0,12257,1995,513.0,1318,1198,2531,4,9,752,290000
70.0,9100,1959,0.0,864,252,864,2,5,300,127500
60.0,6911,1924,0.0,1145,740,1301,2,5,440,100000
72.0,8640,2009,0.0,756,732,1547,3,7,614,215200
82.0,9430,1999,673.0,1252,89,2365,3,8,856,337000
30.0,9549,1995,0.0,1494,0,1494,2,6,481,270000
75.0,14587,2008,284.0,1498,1498,1506,2,6,592,264132
80.0,10421,1988,42.0,980,586,1714,3,7,496,196500
75.0,12508,1940,0.0,983,323,1750,4,7,423,160000
70.0,9100,2004,0.0,1860,1836,1836,3,8,484,216837
47.0,53504,2003,603.0,1650,234,3279,4,12,841,538000
67.0,8877,1951,0.0,836,0,1220,2,6,396,102000
94.0,7819,1976,0.0,1029,480,1117,3,6,672,107000
70.0,10150,1958,1.0,912,456,912,2,5,275,114500
110.0,14226,2006,375.0,1935,1935,1973,3,9,895,395000
32.0,4500,1998,320.0,1204,338,1204,2,5,412,162000
86.0,11210,2005,240.0,1614,1594,1614,3,7,865,221500
100.0,13350,1974,0.0,864,102,894,3,5,440,142500
60.0,8400,1977,320.0,0,0,2020,4,10,630,144000
78.0,10530,1977,90.0,975,0,1004,2,4,504,135000
63.0,7875,1995,38.0,1237,1237,1253,3,6,402,176000
65.0,7153,1992,0.0,761,374,1603,3,7,484,175900
67.0,16285,2001,0.0,1413,1413,1430,3,6,605,187100
35.0,6300,1914,0.0,742,742,1484,3,9,0,128000
60.0,10800,1915,0.0,686,0,1652,4,7,416,139000
76.0,10142,2004,0.0,956,300,2084,4,8,618,233000
50.0,6000,1954,0.0,901,901,901,2,4,281,107900
43.0,3182,2005,11.0,1145,1129,1145,2,5,397,160200
92.0,9920,1996,0.0,1117,255,2013,3,8,455,269790
76.0,9158,2007,140.0,1496,1496,1496,3,7,474,225000
70.0,8400,1980,130.0,650,650,1564,3,7,476,171000
71.0,8197,1977,148.0,660,660,1285,3,7,528,143500
57.0,7677,1953,0.0,773,203,773,2,4,240,110000
104.0,13518,2008,860.0,1926,1926,3140,4,11,820,485000
60.0,7200,1937,252.0,731,162,1768,3,7,240,175000
79.0,12798,1997,0.0,616,154,1688,4,8,603,200000
40.0,4800,1916,0.0,1196,999,1196,2,5,440,109900
63.0,8199,2005,0.0,728,80,1456,3,7,410,189000
107.0,13891,2008,424.0,1734,1734,2822,4,12,1020,582933
75.0,9000,1954,0.0,936,124,1128,2,5,286,118000
91.0,12274,2008,256.0,1417,1417,1428,3,6,554,227680
75.0,9750,1967,0.0,980,100,980,3,6,384,135500
144.0,21384,1923,0.0,1324,15,1576,3,6,528,223500
85.0,13400,1966,1047.0,1024,380,1086,3,6,484,159950
90.0,8100,1898,0.0,849,849,2138,2,11,360,106000
78.0,10140,1974,99.0,1040,0,1309,3,5,484,181000
66.0,8712,1952,0.0,540,540,1044,2,4,504,55993
75.0,9750,1958,243.0,1442,834,1442,4,7,301,157900
45.0,8248,1918,0.0,686,686,1250,3,7,280,116000
48.0,12137,1998,442.0,1649,1649,1661,3,6,598,224900
80.0,8816,1971,80.0,1010,506,1052,3,6,440,155000
44.0,6371,2009,128.0,1358,625,1358,2,6,484,224000
72.0,7226,2003,0.0,798,798,1640,3,6,595,183000
60.0,6000,1953,0.0,936,936,936,2,4,576,93000
60.0,9900,1940,0.0,778,778,1489,3,7,240,139500
81.0,11216,2006,0.0,1489,1489,1489,3,7,776,232600
114.0,14803,2007,816.0,2078,442,2084,2,7,1220,385000
50.0,6130,1924,0.0,784,0,784,2,5,0,109500
65.0,8529,2001,0.0,1454,1434,1434,3,6,527,189000
24.0,2544,2005,0.0,600,600,1223,2,4,480,147400
80.0,11900,1957,387.0,1392,352,1392,3,6,458,166000
30.0,3180,2005,0.0,600,600,1200,2,4,480,151000
44.0,9548,2003,223.0,941,458,1829,3,7,613,237000
100.0,10004,1964,180.0,1516,975,1516,3,6,472,167000
75.0,7875,1961,136.0,1144,572,1144,3,6,456,139950
60.0,9600,1950,0.0,1067,625,1067,2,4,436,128000
90.0,8100,1948,0.0,1559,1221,1559,2,5,812,153500
21.0,1680,1973,158.0,483,153,987,2,5,264,100000
75.0,9525,1995,0.0,1099,1099,1099,3,6,352,144000
70.0,11767,1946,0.0,768,416,1200,3,6,240,130500
60.0,10440,1904,0.0,650,650,1539,3,8,686,157500
82.0,9020,1966,183.0,1127,276,1165,3,6,490,174900
80.0,8000,1961,0.0,1800,1800,1800,6,10,0,141000
100.0,12665,1915,0.0,876,876,1416,4,7,720,153900
75.0,9317,1993,137.0,740,227,1775,3,7,425,213000
36.0,15523,1972,0.0,864,404,864,3,5,338,133500
75.0,45600,1908,0.0,907,907,2358,5,10,360,240000
80.0,9600,1976,360.0,528,528,1855,3,7,512,187000
36.0,4435,2003,170.0,848,189,848,1,3,420,131500
53.0,7128,1941,0.0,918,554,1646,4,7,240,164000
102.0,17920,1955,0.0,1763,372,1779,3,6,454,170000
65.0,8125,1994,0.0,702,702,1481,3,6,343,174000
80.0,10400,1976,189.0,1090,1090,1370,3,6,479,152000
55.0,7642,1918,0.0,912,912,1426,3,7,216,189950
75.0,11625,1965,0.0,1039,198,1039,3,6,504,131500
81.0,9672,1984,0.0,1040,702,1097,3,6,480,152000
70.0,7931,1959,0.0,1148,0,1148,3,6,672,132500
72.0,8640,2007,0.0,1372,1372,1372,3,6,529,250580
67.0,10656,2006,274.0,1638,1638,1646,3,6,870,248900
85.0,6970,1961,0.0,1040,108,1120,3,5,544,129000
80.0,9938,1993,246.0,1050,300,1949,3,8,574,236000
60.0,6600,1962,0.0,894,894,894,2,5,308,109500
70.0,8750,1998,116.0,804,299,1682,3,7,523,200500
74.0,8892,1953,0.0,105,105,910,3,5,414,116000
60.0,12144,1949,0.0,832,457,1268,3,6,288,133000
52.0,5720,1941,0.0,676,676,1131,3,5,200,66500
75.0,9000,2007,0.0,1184,1120,2610,4,11,550,303477
94.0,25286,1963,0.0,1064,431,1040,3,5,648,132250
74.0,8834,2004,216.0,1462,292,2224,4,10,738,350000
88.0,11782,1961,0.0,1109,210,1155,3,6,576,148000
60.0,7024,2005,0.0,1090,110,1090,2,5,450,157000
44.0,13758,1990,117.0,1156,254,1717,3,7,400,187500
60.0,6204,1912,0.0,795,795,2230,5,10,440,118500
65.0,7150,1967,60.0,892,460,892,3,5,288,100000
50.0,5119,1999,60.0,1698,460,1709,2,5,506,328900
70.0,8393,1959,122.0,1626,1098,1712,4,8,588,145000
59.0,16466,1955,0.0,816,816,1393,3,8,300,135500
95.0,15865,1970,0.0,2217,1043,2217,4,8,621,268000
128.0,12160,1953,90.0,1505,481,1505,2,6,505,149500
60.0,8064,1949,0.0,672,672,924,3,6,576,122900
70.0,11184,1978,92.0,918,192,1683,3,7,440,172500
70.0,8414,1963,0.0,1059,396,1068,3,6,264,154500
64.0,7018,1979,0.0,0,0,1535,4,8,400,118858
71.0,7056,1963,415.0,780,380,1796,4,8,483,140000
50.0,8765,1936,0.0,951,666,951,2,6,327,106500
64.0,7018,1979,0.0,0,0,2240,6,12,528,142953
100.0,12919,2009,760.0,2330,142,2364,2,11,820,611657
65.0,6993,1961,0.0,912,447,1236,3,6,288,135000
64.0,8712,1957,0.0,992,132,1306,2,5,756,153000
63.0,7875,2003,0.0,783,783,1509,3,8,393,180000
50.0,14859,2006,27.0,1670,1670,1670,3,7,690,240000
80.0,9920,1954,110.0,1056,412,1063,3,6,280,128000
116.0,13501,2006,208.0,1623,1560,1636,3,8,865,255000
86.0,11500,1936,0.0,1017,794,2057,3,6,180,250000
149.0,12589,2005,0.0,742,742,1484,3,8,390,174000
80.0,11600,1960,361.0,1105,662,2274,5,12,480,154300
51.0,6120,1925,0.0,768,279,1015,3,6,450,88000
82.0,6270,1949,0.0,1001,717,2002,4,8,871,145000
30.0,3000,2009,76.0,612,318,1224,2,4,528,173733
21.0,2001,1970,80.0,546,546,1092,3,6,286,75000
50.0,9000,1949,0.0,480,430,480,1,4,308,35311
103.0,13125,1991,0.0,1104,422,2127,4,8,833,238000
87.0,11029,1958,0.0,1184,245,1414,3,6,601,176500
70.0,8462,1994,105.0,928,114,1721,3,7,471,201000
67.0,8777,1900,0.0,1272,188,2200,4,9,0,145900
65.0,10237,2005,0.0,1316,1288,1316,3,6,397,169990
50.0,8012,1993,0.0,1604,598,1617,2,5,533,193000
79.0,10240,1980,157.0,1686,0,1686,3,7,612,207500
93.0,11999,2003,340.0,1181,1181,2374,4,10,656,285000
73.0,8925,2007,0.0,1466,1450,1466,3,7,610,201000
70.0,9100,1965,0.0,925,121,925,2,5,429,117500
84.0,11670,2006,302.0,1905,1905,1905,3,8,788,320000
63.0,8487,2004,210.0,1500,1480,1500,3,6,570,190000
313.0,27650,1960,0.0,585,160,2069,4,9,505,242000
52.0,5825,1926,108.0,600,600,747,1,5,528,79900
75.0,9675,2005,0.0,1113,772,1971,3,8,689,253000
73.0,8760,2006,0.0,1391,927,1962,3,7,868,239799
55.0,12640,1976,0.0,1728,396,1728,4,8,574,150900
42.0,7711,1977,0.0,1440,0,1440,4,8,0,150000
100.0,25000,1967,0.0,1632,1632,1632,4,8,576,143000
98.0,8820,1890,0.0,1088,0,1869,2,7,456,124900
70.0,8163,1959,128.0,1144,102,1144,3,6,796,143000
85.0,14536,2002,236.0,1616,316,1629,3,9,808,270000
65.0,14006,2002,144.0,936,936,1776,3,7,474,192500
78.0,9360,1972,0.0,1161,179,1381,3,5,676,197500
60.0,7200,1950,0.0,864,317,864,3,5,720,129000
60.0,7800,1965,0.0,828,187,965,3,6,300,119900
60.0,7200,1972,0.0,768,108,768,2,5,396,133900
35.0,9400,1975,250.0,945,0,980,4,4,0,127500
82.0,7136,1946,423.0,979,495,1958,4,8,492,145000
24.0,1300,1980,0.0,561,276,1229,2,5,462,124000
70.0,7420,1962,0.0,1057,640,1057,3,6,576,132000
65.0,8450,2003,0.0,1337,638,1337,3,6,531,185000
24.0,2572,1999,0.0,696,92,1416,3,6,484,155000
50.0,7207,1958,0.0,858,162,858,2,4,0,116500
24.0,2308,1976,0.0,804,248,1548,3,7,440,155000
122.0,11923,2007,0.0,1800,1800,1800,2,7,702,239000
80.0,11316,2002,44.0,817,193,1894,4,8,510,214900
65.0,10237,2005,0.0,783,783,1484,3,8,393,178900
130.0,9600,1940,0.0,728,300,1308,2,7,256,160000
50.0,5925,1910,0.0,600,600,968,2,6,0,37900
75.0,10382,1958,105.0,588,75,1095,2,6,264,140000
60.0,10800,1949,0.0,720,720,1192,4,6,0,135000
36.0,2268,2003,106.0,764,197,1626,2,6,474,173000
55.0,7892,1979,0.0,918,918,918,2,5,264,99500
60.0,11414,1910,0.0,728,728,2019,3,8,532,167500
51.0,5900,1923,0.0,440,440,869,2,4,0,85500
68.0,9450,1954,0.0,894,342,894,3,5,400,110000
80.0,8816,1963,0.0,1121,470,1121,3,5,480,139000
98.0,12203,1998,975.0,1225,371,2612,4,8,676,336000
43.0,3182,2007,16.0,1266,1266,1266,2,6,388,159895
75.0,10125,1977,0.0,0,0,1734,4,8,539,126000
68.0,10880,1950,0.0,1164,124,1164,3,5,240,125000
59.0,5310,1910,0.0,485,485,1635,2,5,255,117000
83.0,10159,2009,450.0,1930,284,1940,3,8,606,395192
65.0,8125,2006,0.0,770,770,1576,3,6,614,197000
82.0,9452,1997,423.0,1396,322,2392,3,7,870,348000
121.0,17671,1882,0.0,916,700,1742,4,8,424,168000
80.0,9760,1964,340.0,822,169,1851,3,7,440,187000
68.0,8846,2005,0.0,750,750,1500,3,6,564,173900
96.0,12456,2006,230.0,1700,528,1718,3,7,786,337500
51.0,4712,1946,0.0,747,363,1230,3,5,305,121600
60.0,9786,1922,0.0,1007,1007,1077,3,6,210,91000
64.0,6762,2006,24.0,1187,501,1208,2,6,632,206000
74.0,10206,1952,0.0,0,0,944,2,4,528,82000
60.0,5400,1920,0.0,691,691,691,2,4,216,86000
75.0,11957,2006,53.0,1574,1550,1574,3,7,824,232000
43.0,3182,2005,16.0,1346,1330,1504,1,7,457,181000
65.0,8385,1977,220.0,985,390,985,3,6,328,149900
21.0,2217,1970,0.0,546,0,1092,3,6,286,88000
43.0,12118,2004,108.0,1710,1710,1710,3,7,550,240000
60.0,6000,1926,0.0,1008,1008,1522,4,7,0,102000
115.0,21286,1948,0.0,720,720,1271,4,7,312,135000
75.0,9825,1965,0.0,0,0,1664,4,8,0,100000
55.0,10592,1923,0.0,602,602,1502,3,7,180,165000
60.0,7200,1910,0.0,1022,310,1022,2,4,280,85000
60.0,11664,1948,206.0,1082,746,1082,2,5,240,119200
70.0,8400,2001,0.0,810,167,1665,3,6,528,227000
73.0,11883,1996,196.0,1504,814,1504,3,6,478,203000
43.0,3013,2005,145.0,1362,1346,1506,2,6,440,213490
60.0,7024,2005,0.0,1132,108,1132,2,5,451,176000
64.0,7406,2006,84.0,1199,515,1220,2,6,632,194000
52.0,9439,1930,0.0,912,588,1248,2,6,160,87000
43.0,3182,2005,14.0,1346,1330,1504,2,7,437,191000
70.0,7700,1972,0.0,882,276,882,3,5,461,112500
73.0,9300,1960,324.0,1268,571,1264,3,6,461,167500
71.0,9520,2007,338.0,1638,125,1646,3,7,800,293077
79.0,9492,1941,0.0,768,359,1376,3,6,240,105000
21.0,1680,1972,281.0,672,355,1218,3,7,264,118000
102.0,15863,1920,0.0,824,301,3082,5,12,672,197000
50.0,6305,1938,0.0,920,920,954,2,5,240,119750
89.0,12898,2007,70.0,1620,598,1620,2,6,912,315500
21.0,1533,1970,0.0,546,546,1344,3,6,0,97000
21.0,1477,1970,0.0,630,121,630,1,3,286,80000
88.0,13125,1957,67.0,1134,284,1803,3,8,484,155000
34.0,5381,2005,135.0,1306,406,1306,1,5,624,196000
86.0,11839,1990,99.0,1475,390,2329,4,10,514,262280
80.0,9600,1981,0.0,2524,1420,2524,4,9,542,278000
85.0,16056,2005,208.0,1992,1752,2868,4,11,716,556581
57.0,9245,1994,0.0,990,304,990,3,5,672,145000
100.0,21750,1960,75.0,0,0,1771,3,9,336,115000
60.0,11100,1946,0.0,0,0,930,2,6,308,84900
73.0,8993,2007,0.0,1302,1302,1302,3,6,436,176485
103.0,11175,2007,0.0,1316,1316,1316,3,6,440,200141
100.0,9500,1964,272.0,816,374,1977,4,9,540,165000
68.0,8562,1957,145.0,1216,833,1526,4,7,364,144500
90.0,11367,2002,210.0,1065,133,1989,3,7,586,255000
104.0,11361,1976,160.0,1193,549,1523,3,7,478,180000
43.0,7052,2005,240.0,1364,705,1364,2,6,484,185850
96.0,11308,2008,154.0,1104,168,2184,3,10,836,335000
41.0,4920,2001,0.0,1338,722,1338,2,6,582,213500
120.0,18000,1935,0.0,894,894,894,2,6,1248,81000
85.0,13600,1900,0.0,662,662,2337,5,10,560,90000
50.0,6000,1925,0.0,1103,706,1103,2,5,440,110500
80.0,14000,1996,0.0,1306,105,2260,3,7,533,328000
59.0,7837,1993,0.0,799,799,1571,3,7,380,178000
80.0,9760,1964,360.0,780,0,1611,4,7,442,167900
42.0,3964,1973,0.0,942,105,2521,5,10,576,151400
60.0,9600,1949,0.0,845,625,893,2,4,576,135000
72.0,10152,1956,120.0,1048,462,1048,3,6,286,135000
78.0,11700,1968,0.0,727,429,1556,4,8,441,154000
50.0,7585,1948,0.0,810,810,1456,4,7,280,91500
75.0,7950,1977,140.0,690,155,1426,3,6,440,159500
74.0,8556,2006,0.0,1240,1240,1240,2,5,826,194000
75.0,13125,1940,0.0,800,390,1740,3,6,240,219500
60.0,10800,1936,0.0,796,170,1466,3,7,566,170000
37.0,4435,2004,169.0,848,186,848,1,3,420,155900
65.0,8775,1994,0.0,990,495,990,3,5,299,126000
80.0,11040,1971,144.0,1258,602,1258,3,5,528,145000
75.0,7500,1963,0.0,1040,216,1040,3,5,308,133000
70.0,8749,2002,100.0,1459,1459,1459,3,6,527,192000
80.0,8800,1964,425.0,1251,698,1251,3,6,461,160000
73.0,9069,1992,0.0,936,189,996,2,5,564,147000
85.0,10574,2005,0.0,1082,1082,1953,3,9,1043,252000
24.0,2522,2004,50.0,970,970,1709,3,7,380,137500
37.0,3316,2005,0.0,1247,208,1247,1,4,550,197000
60.0,8544,1950,0.0,0,0,1040,2,6,400,92900
24.0,2160,1999,212.0,600,90,1252,2,4,462,160000
60.0,8400,1925,0.0,1181,758,1694,4,7,576,136500
71.0,9230,1965,166.0,864,203,1200,1,6,884,146000
74.0,5868,1956,0.0,936,448,936,2,4,308,129000
78.0,9317,2006,0.0,1314,1290,1314,3,6,440,176432
60.0,6882,1914,0.0,684,684,1355,3,7,0,127000
50.0,6000,1936,0.0,672,0,1324,3,6,240,128000
82.0,11880,1978,206.0,1271,567,1601,3,7,478,157000
60.0,8400,1920,0.0,290,0,438,1,3,246,60000
61.0,9758,1971,0.0,950,251,950,3,5,280,119500
70.0,7000,1960,45.0,1010,422,1134,2,6,254,135000
